Country Name,Country Code,Indicator Name,Indicator Code,Year,Value,Region,Income Group
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,4.479370219940416,,
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"Population, total",SP.POP.TOTL,2000,494850317.0,,
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,1247.4723360194805,,
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,2.148415204957469,,
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,"Population, total",SP.POP.TOTL,2000,462980522.0,,
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,1246.0197051884484,,
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,2.170529495043213,,
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,"Population, total",SP.POP.TOTL,2000,460058369.0,,
Middle income,MIC,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,1255.4617468556298,,
Middle income,MIC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,4.401229903871451,,
Middle income,MIC,"Population, total",SP.POP.TOTL,2000,4520892472.0,,
North America,NAC,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2000,2.70881418615269,,
North America,NAC,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,35151.374186527144,,
North America,NAC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,37.75206264658793,,
North America,NAC,"Population, total",SP.POP.TOTL,2000,312909691.0,,
OECD members,OED,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2000,1.445181511725903,,
OECD members,OED,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,23105.86996213716,,
OECD members,OED,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,44.01046331353897,,
OECD members,OED,"Population, total",SP.POP.TOTL,2000,1202226474.0,,
Other small states,OSS,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,4847.4503226921015,,
Other small states,OSS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,18.89752097652228,,
Other small states,OSS,"Population, total",SP.POP.TOTL,2000,9788238.0,,
Pacific island small states,PSS,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,1686.6056817651956,,
Pacific island small states,PSS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,3.0358001191958826,,
Pacific island small states,PSS,"Population, total",SP.POP.TOTL,2000,2042274.0,,
Post-demographic dividend,PST,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2000,1.7230327385900204,,
Post-demographic dividend,PST,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,25965.61980929053,,
Post-demographic dividend,PST,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,47.75015886067327,,
Post-demographic dividend,PST,"Population, total",SP.POP.TOTL,2000,1021150563.0,,
Pre-demographic dividend,PRE,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,503.881865569121,,
Pre-demographic dividend,PRE,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,0.3568140880105808,,
Pre-demographic dividend,PRE,"Population, total",SP.POP.TOTL,2000,562071710.0,,
Small states,SST,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,4846.982116844384,,
Small states,SST,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,14.279807616842897,,
Small states,SST,"Population, total",SP.POP.TOTL,2000,15786741.0,,
South Asia,SAS,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,440.4679189109308,,
South Asia,SAS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,0.3277066540025656,,
South Asia,SAS,"Population, total",SP.POP.TOTL,2000,1237185482.0,,
South Asia (IDA & IBRD),TSA,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,440.4679189109307,,
South Asia (IDA & IBRD),TSA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,0.3277066540025656,,
South Asia (IDA & IBRD),TSA,"Population, total",SP.POP.TOTL,2000,1237185482.0,,
Sub-Saharan Africa,SSF,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,629.8595532040904,,
Sub-Saharan Africa,SSF,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,1.7207674086663516,,
Sub-Saharan Africa,SSF,"Population, total",SP.POP.TOTL,2000,680768792.0,,
Sub-Saharan Africa (excluding high income),SSA,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,628.9679971079441,,
Sub-Saharan Africa (excluding high income),SSA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,1.7170709193094418,,
Sub-Saharan Africa (excluding high income),SSA,"Population, total",SP.POP.TOTL,2000,680687661.0,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,629.8595532040907,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,1.7207674086663516,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population, total",SP.POP.TOTL,2000,680768792.0,,
Upper middle income,UMC,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,1770.111280686139,,
Upper middle income,UMC,"Population, total",SP.POP.TOTL,2000,2546593734.0,,
World,WLD,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,5512.561771638674,,
World,WLD,"Population, total",SP.POP.TOTL,2000,6161528496.0,,
Afghanistan,AFG,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,174.9309914301663,Middle East & North Africa,Low income
Afghanistan,AFG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,0.0,Middle East & North Africa,Low income
Afghanistan,AFG,"Population, total",SP.POP.TOTL,2000,20130327.0,Middle East & North Africa,Low income
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,1160.4204705403845,Europe & Central Asia,Upper middle income
Albania,ALB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2000,0.114097346552109,Europe & Central Asia,Upper middle income
Albania,ALB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,0.940922534259296,Europe & Central Asia,Upper middle income
Albania,ALB,"Population, total",SP.POP.TOTL,2000,3089027.0,Europe & Central Asia,Upper middle income
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,1772.928691227614,Middle East & North Africa,Upper middle income
Algeria,DZA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2000,0.491705679141589,Middle East & North Africa,Upper middle income
Algeria,DZA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,0.278282092162305,Middle East & North Africa,Upper middle income
Algeria,DZA,"Population, total",SP.POP.TOTL,2000,30903893.0,Middle East & North Africa,Upper middle income
American Samoa,ASM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,3.5036496350365,East Asia & Pacific,High income
American Samoa,ASM,"Population, total",SP.POP.TOTL,2000,56855.0,East Asia & Pacific,High income
Andorra,AND,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,21810.24874261744,Europe & Central Asia,High income
Andorra,AND,Individuals using the Internet (% of population),IT.NET.USER.ZS,2000,10.53883560922,Europe & Central Asia,High income
Andorra,AND,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,35.8422775367283,Europe & Central Asia,High income
Andorra,AND,"Population, total",SP.POP.TOTL,2000,65685.0,Europe & Central Asia,High income
Angola,AGO,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,563.733795571487,Sub-Saharan Africa,Lower middle income
Angola,AGO,Individuals using the Internet (% of population),IT.NET.USER.ZS,2000,0.105045562462262,Sub-Saharan Africa,Lower middle income
Angola,AGO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,0.159346765941731,Sub-Saharan Africa,Lower middle income
Angola,AGO,"Population, total",SP.POP.TOTL,2000,16194869.0,Sub-Saharan Africa,Lower middle income
Antigua and Barbuda,ATG,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,12027.494976822189,Latin America & Caribbean,High income
Antigua and Barbuda,ATG,Individuals using the Internet (% of population),IT.NET.USER.ZS,2000,6.48222573702907,Latin America & Caribbean,High income
Antigua and Barbuda,ATG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,29.367791542076,Latin America & Caribbean,High income
Antigua and Barbuda,ATG,"Population, total",SP.POP.TOTL,2000,74912.0,Latin America & Caribbean,High income
Argentina,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,7637.014892036284,Latin America & Caribbean,Upper middle income
Argentina,ARG,Individuals using the Internet (% of population),IT.NET.USER.ZS,2000,7.0386830862178,Latin America & Caribbean,Upper middle income
Argentina,ARG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,17.4341720574717,Latin America & Caribbean,Upper middle income
Argentina,ARG,"Population, total",SP.POP.TOTL,2000,37213984.0,Latin America & Caribbean,Upper middle income
Armenia,ARM,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,593.4505817422821,Europe & Central Asia,Upper middle income
Armenia,ARM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2000,1.30047002237784,Europe & Central Asia,Upper middle income
Armenia,ARM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,0.559439575023003,Europe & Central Asia,Upper middle income
Armenia,ARM,"Population, total",SP.POP.TOTL,2000,3221100.0,Europe & Central Asia,Upper middle income
Aruba,ABW,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,20681.02302696252,Latin America & Caribbean,High income
Aruba,ABW,Individuals using the Internet (% of population),IT.NET.USER.ZS,2000,15.4428229480349,Latin America & Caribbean,High income
Aruba,ABW,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,16.8993138878562,Latin America & Caribbean,High income
Aruba,ABW,"Population, total",SP.POP.TOTL,2000,90588.0,Latin America & Caribbean,High income
Australia,AUS,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,21908.996801978352,East Asia & Pacific,High income
Australia,AUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2000,46.7561156116738,East Asia & Pacific,High income
Australia,AUS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,44.7511458399702,East Asia & Pacific,High income
Australia,AUS,"Population, total",SP.POP.TOTL,2000,19028802.0,East Asia & Pacific,High income
Austria,AUT,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2000,2.37740810849667,Europe & Central Asia,High income
Austria,AUT,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,24487.29746859561,Europe & Central Asia,High income
Austria,AUT,Individuals using the Internet (% of population),IT.NET.USER.ZS,2000,33.7301329516915,Europe & Central Asia,High income
Austria,AUT,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,76.3391359562946,Europe & Central Asia,High income
Austria,AUT,"Population, total",SP.POP.TOTL,2000,8011566.0,Europe & Central Asia,High income
Azerbaijan,AZE,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,655.0972495799167,Europe & Central Asia,Upper middle income
Azerbaijan,AZE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2000,0.147757575623251,Europe & Central Asia,Upper middle income
Azerbaijan,AZE,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,5.14264289519541,Europe & Central Asia,Upper middle income
Azerbaijan,AZE,"Population, total",SP.POP.TOTL,2000,8048600.0,Europe & Central Asia,Upper middle income
"Bahamas, The",BHS,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,24940.077508607777,Latin America & Caribbean,High income
"Bahamas, The",BHS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2000,8.0,Latin America & Caribbean,High income
"Bahamas, The",BHS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,9.7345870582241,Latin America & Caribbean,High income
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,2000,323835.0,Latin America & Caribbean,High income
Bahrain,BHR,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,14214.48368393432,Middle East & North Africa,High income
Bahrain,BHR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2000,6.15373254647607,Middle East & North Africa,High income
Bahrain,BHR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,30.7247368130219,Middle East & North Africa,High income
Bahrain,BHR,"Population, total",SP.POP.TOTL,2000,637582.0,Middle East & North Africa,High income
Bangladesh,BGD,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,396.6707302497512,South Asia,Lower middle income
Bangladesh,BGD,Individuals using the Internet (% of population),IT.NET.USER.ZS,2000,0.0710394230507683,South Asia,Lower middle income
Bangladesh,BGD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,0.207366638129846,South Asia,Lower middle income
Bangladesh,BGD,"Population, total",SP.POP.TOTL,2000,134544304.0,South Asia,Lower middle income
Barbados,BRB,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,11674.673647176442,Latin America & Caribbean,High income
Barbados,BRB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2000,3.97367835457927,Latin America & Caribbean,High income
Barbados,BRB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,10.8626551630715,Latin America & Caribbean,High income
Barbados,BRB,"Population, total",SP.POP.TOTL,2000,262063.0,Latin America & Caribbean,High income
Belarus,BLR,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,1276.288034099996,Europe & Central Asia,Upper middle income
Belarus,BLR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2000,1.86039812615388,Europe & Central Asia,Upper middle income
Belarus,BLR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,0.493959102272144,Europe & Central Asia,Upper middle income
Belarus,BLR,"Population, total",SP.POP.TOTL,2000,9979610.0,Europe & Central Asia,Upper middle income
Belgium,BEL,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2000,1.40673996365682,Europe & Central Asia,High income
Belgium,BEL,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,23098.88650774014,Europe & Central Asia,High income
Belgium,BEL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2000,29.4316916924341,Europe & Central Asia,High income
Belgium,BEL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,54.9078754319886,Europe & Central Asia,High income
Belgium,BEL,"Population, total",SP.POP.TOTL,2000,10251250.0,Europe & Central Asia,High income
Belize,BLZ,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,4726.506754596157,Latin America & Caribbean,Upper middle income
Belize,BLZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,2000,5.96383530272428,Latin America & Caribbean,Upper middle income
Belize,BLZ,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,6.98175656875651,Latin America & Caribbean,Upper middle income
Belize,BLZ,"Population, total",SP.POP.TOTL,2000,240799.0,Latin America & Caribbean,Upper middle income
Benin,BEN,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,487.4241413842425,Sub-Saharan Africa,Lower middle income
Benin,BEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2000,0.225247851473369,Sub-Saharan Africa,Lower middle income
Benin,BEN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,0.768193392645056,Sub-Saharan Africa,Lower middle income
Benin,BEN,"Population, total",SP.POP.TOTL,2000,7221619.0,Sub-Saharan Africa,Lower middle income
Bermuda,BMU,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,56542.9569455727,North America,High income
Bermuda,BMU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2000,42.9498600152711,North America,High income
Bermuda,BMU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,21.1210398050366,North America,High income
Bermuda,BMU,"Population, total",SP.POP.TOTL,2000,61550.0,North America,High income
Bhutan,BTN,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,771.9249114106186,South Asia,Lower middle income
Bhutan,BTN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2000,0.40094444691941,South Asia,Lower middle income
Bhutan,BTN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,0.0,South Asia,Lower middle income
Bhutan,BTN,"Population, total",SP.POP.TOTL,2000,596863.0,South Asia,Lower middle income
Bolivia,BOL,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,975.7770603587506,Latin America & Caribbean,Lower middle income
Bolivia,BOL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2000,1.4427635847914,Latin America & Caribbean,Lower middle income
Bolivia,BOL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,6.76967151836916,Latin America & Caribbean,Lower middle income
Bolivia,BOL,"Population, total",SP.POP.TOTL,2000,8606326.0,Latin America & Caribbean,Lower middle income
Bosnia and Herzegovina,BIH,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2000,0.0006490741918245,Europe & Central Asia,Upper middle income
Bosnia and Herzegovina,BIH,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,1338.4805963626086,Europe & Central Asia,Upper middle income
Bosnia and Herzegovina,BIH,Individuals using the Internet (% of population),IT.NET.USER.ZS,2000,1.08296074971207,Europe & Central Asia,Upper middle income
Bosnia and Herzegovina,BIH,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,2.24497935102678,Europe & Central Asia,Upper middle income
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,2000,4159771.0,Europe & Central Asia,Upper middle income
Botswana,BWA,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,3450.811806229918,Sub-Saharan Africa,Upper middle income
Botswana,BWA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2000,2.90266662177209,Sub-Saharan Africa,Upper middle income
Botswana,BWA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,13.2462372912074,Sub-Saharan Africa,Upper middle income
Botswana,BWA,"Population, total",SP.POP.TOTL,2000,1677382.0,Sub-Saharan Africa,Upper middle income
Brazil,BRA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2000,0.0574652265559086,Latin America & Caribbean,Upper middle income
Brazil,BRA,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,3766.548114660316,Latin America & Caribbean,Upper middle income
Brazil,BRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2000,2.87068515854108,Latin America & Caribbean,Upper middle income
Brazil,BRA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,13.3251349993215,Latin America & Caribbean,Upper middle income
Brazil,BRA,"Population, total",SP.POP.TOTL,2000,174018282.0,Latin America & Caribbean,Upper middle income
British Virgin Islands,VGB,"Population, total",SP.POP.TOTL,2000,20241.0,Latin America & Caribbean,High income
Brunei Darussalam,BRN,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,20130.25723466236,East Asia & Pacific,High income
Brunei Darussalam,BRN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2000,8.99628453448726,East Asia & Pacific,High income
Brunei Darussalam,BRN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,29.1032522118472,East Asia & Pacific,High income
Brunei Darussalam,BRN,"Population, total",SP.POP.TOTL,2000,326424.0,East Asia & Pacific,High income
Bulgaria,BGR,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,1621.3452487866969,Europe & Central Asia,High income
Bulgaria,BGR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2000,5.37092346908696,Europe & Central Asia,High income
Bulgaria,BGR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,9.22440041397309,Europe & Central Asia,High income
Bulgaria,BGR,"Population, total",SP.POP.TOTL,2000,8170172.0,Europe & Central Asia,High income
Burkina Faso,BFA,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,248.90852692175216,Sub-Saharan Africa,Low income
Burkina Faso,BFA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2000,0.0770801689426014,Sub-Saharan Africa,Low income
Burkina Faso,BFA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,0.211688420806896,Sub-Saharan Africa,Low income
Burkina Faso,BFA,"Population, total",SP.POP.TOTL,2000,11925546.0,Sub-Saharan Africa,Low income
Burundi,BDI,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,134.53786175238898,Sub-Saharan Africa,Low income
Burundi,BDI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2000,0.077248447383456,Sub-Saharan Africa,Low income
Burundi,BDI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,0.252233549720457,Sub-Saharan Africa,Low income
Burundi,BDI,"Population, total",SP.POP.TOTL,2000,6470194.0,Sub-Saharan Africa,Low income
Cabo Verde,CPV,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,1189.5147934589058,Sub-Saharan Africa,Upper middle income
Cabo Verde,CPV,Individuals using the Internet (% of population),IT.NET.USER.ZS,2000,1.82244385164396,Sub-Saharan Africa,Upper middle income
Cabo Verde,CPV,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,4.3521420992374,Sub-Saharan Africa,Upper middle income
Cabo Verde,CPV,"Population, total",SP.POP.TOTL,2000,453317.0,Sub-Saharan Africa,Upper middle income
Cambodia,KHM,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,296.42668752633426,East Asia & Pacific,Lower middle income
Cambodia,KHM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2000,0.047022640068885,East Asia & Pacific,Lower middle income
Cambodia,KHM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,1.04753234064625,East Asia & Pacific,Lower middle income
Cambodia,KHM,"Population, total",SP.POP.TOTL,2000,12462336.0,East Asia & Pacific,Lower middle income
Cameroon,CMR,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,708.5657316259653,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2000,0.252120077733662,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,0.692560554874589,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,"Population, total",SP.POP.TOTL,2000,14912631.0,Sub-Saharan Africa,Lower middle income
Canada,CAN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2000,4.56733457739582,North America,High income
Canada,CAN,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,24271.00205638213,North America,High income
Canada,CAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2000,51.3,North America,High income
Canada,CAN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,28.2502125240149,North America,High income
Canada,CAN,"Population, total",SP.POP.TOTL,2000,30685730.0,North America,High income
Cayman Islands,CYM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,26.9698039017997,Latin America & Caribbean,High income
Cayman Islands,CYM,"Population, total",SP.POP.TOTL,2000,39674.0,Latin America & Caribbean,High income
Central African Republic,CAF,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,239.1541337260706,Sub-Saharan Africa,Low income
Central African Republic,CAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,2000,0.0533941742150456,Sub-Saharan Africa,Low income
Central African Republic,CAF,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,0.129571118814133,Sub-Saharan Africa,Low income
Central African Republic,CAF,"Population, total",SP.POP.TOTL,2000,3833416.0,Sub-Saharan Africa,Low income
Chad,TCD,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,163.12166368336872,Sub-Saharan Africa,Low income
Chad,TCD,Individuals using the Internet (% of population),IT.NET.USER.ZS,2000,0.03570707628555,Sub-Saharan Africa,Low income
Chad,TCD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,0.0646139556980874,Sub-Saharan Africa,Low income
Chad,TCD,"Population, total",SP.POP.TOTL,2000,8512093.0,Sub-Saharan Africa,Low income
Channel Islands,CHI,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,43479.19407676891,Europe & Central Asia,High income
Channel Islands,CHI,"Population, total",SP.POP.TOTL,2000,148110.0,Europe & Central Asia,High income
Chile,CHL,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2000,0.0495367699252466,Latin America & Caribbean,High income
Chile,CHL,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,5052.992457663253,Latin America & Caribbean,High income
Chile,CHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2000,16.6,Latin America & Caribbean,High income
Chile,CHL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,21.940177255205,Latin America & Caribbean,High income
Chile,CHL,"Population, total",SP.POP.TOTL,2000,15503635.0,Latin America & Caribbean,High income
China,CHN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2000,0.0017848405794139,East Asia & Pacific,Upper middle income
China,CHN,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,969.1995136962868,East Asia & Pacific,Upper middle income
China,CHN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2000,1.77591320677415,East Asia & Pacific,Upper middle income
China,CHN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,6.71560052077804,East Asia & Pacific,Upper middle income
China,CHN,"Population, total",SP.POP.TOTL,2000,1262645000.0,East Asia & Pacific,Upper middle income
Colombia,COL,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2000,0.0226963800962161,Latin America & Caribbean,Upper middle income
Colombia,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,2555.00751039968,Latin America & Caribbean,Upper middle income
Colombia,COL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2000,2.207532992624,Latin America & Caribbean,Upper middle income
Colombia,COL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,5.7733558721281,Latin America & Caribbean,Upper middle income
Colombia,COL,"Population, total",SP.POP.TOTL,2000,39089934.0,Latin America & Caribbean,Upper middle income
Comoros,COM,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,633.3090327762441,Sub-Saharan Africa,Lower middle income
Comoros,COM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2000,0.271740607285909,Sub-Saharan Africa,Lower middle income
Comoros,COM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,0.0,Sub-Saharan Africa,Lower middle income
Comoros,COM,"Population, total",SP.POP.TOTL,2000,536080.0,Sub-Saharan Africa,Lower middle income
"Congo, Dem. Rep.",COD,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,377.9254214813948,Sub-Saharan Africa,Low income
"Congo, Dem. Rep.",COD,Individuals using the Internet (% of population),IT.NET.USER.ZS,2000,0.0059021136806903,Sub-Saharan Africa,Low income
"Congo, Dem. Rep.",COD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2000,0.0296985937240694,Sub-Saharan Africa,Low income
"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,2000,50507442.0,Sub-Saharan Africa,Low income
"Congo, Rep.",COG,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,1024.3015910918073,Sub-Saharan Africa,Lower middle income
